singer	title	cluster
방탄소년단	Tomorrow	3
방탄소년단	BTS Cypher ParT.2 : Triptych	0
방탄소년단	등골브레이커	0
방탄소년단	Jump	0
방탄소년단	Outro : Propose	7
M.Pire	그런 애 아니야	0
M.Pire	별이 되어... (0324)	4
레이디스 코드	미치게 훅가게	0
이창민,멜로디데이 (MelodyDay)	마지막 처음	7
베리굿 (BerryGood)	Love Letter	1
베리굿 (BerryGood)	Love Letter (Marcan. Edit)	1
베리굿 (BerryGood)	Love Letter (Acoustic Ver.)	1
칠학년일반	Always	6
Wa$$up 	Fire (Feat. 엠타이슨)	0
마마무 (Mamamoo),긱스 (Geeks)	히히하헤호	0
탑독	아마데우스 (Amadeus)	0
탑독	TOPDOG	0
탑독	살리에리 (Salieri)	0
마마무 (Mamamoo)	Hello	0
마마무 (Mamamoo)	Mr.애매모호	0
마마무 (Mamamoo)	히히하헤호(With 긱스)	0
마마무 (Mamamoo)	Baton Touch	0
마마무 (Mamamoo)	내맘이야 (화사 Solo)	0
마마무 (Mamamoo)	행복하지마 (With 범키)	0
GOT7 (갓세븐)	U Got Me	4
GOT7 (갓세븐)	A	0
GOT7 (갓세븐)	나쁜 짓	6
GOT7 (갓세븐)	Good Tonight	3
GOT7 (갓세븐)	Forever Young	4
GOT7 (갓세븐)	A (`collapsedone` Remix)	0
GOT7 (갓세븐)	A (TOYO Remix)	0
GOT7 (갓세븐)	A (FRANTS Remix)	0
빅플로	First Flow (Intro)	0
빅플로	딜라일라 (Delilah)	0
빅플로	뭐해또해 (It`s You, Again)	3
빅플로	Fly	3
히스토리	I Got U	4
히스토리	Psycho	0
히스토리	태양은 없다	0
히스토리	It`s Alright	3
히스토리	Blue Moon	5
비트윈 (BEATWIN)	I,NO	4
WINGS	꽃이 폈어요 (Feat. 배치기)	7
WINGS	Hair Short (헤어숏)	0
비아이지 (B.I.G)	안녕하세요	0
베스티	별처럼 (Like a star)	4
조pd (ZoPD),탑독	이건 아니지 않나 싶어	5
마마무 (Mamamoo)	Love Lane	0
멜로디데이 (MelodyDay)	기다려본다	5
소년공화국 (Boys Republic)	예쁘게 입고 나와	0
베스티	Hot Baby	0
베스티	별처럼 (Like a star)	4
베스티	롤러걸 (Roller Girl)	0
베스티	I`m So Into You	3
베스티	Thank U Very Much	0
베스티	연애의 조건 (Love Options)	0
베스티	두근두근 (Pit Pat) Remix	3
LC9	에덴의 동쪽	5
HIGH4 (하이포),Lim Kim	해요 말고 해	0
Red Velvet (레드벨벳)	행복 (Happiness)	0
레이디스 코드	KISS KISS	0
멜로디데이 (MelodyDay)	이거야 정말	3
WINNER	공허해	5
WINNER	컬러링	6
WINNER	끼부리지마	3
WINNER	걔 세	0
WINNER	척	0
WINNER	고백하는 거야	6
WINNER	사랑하지마	1
WINNER	Different	0
WINNER	이 밤	4
WINNER	Smile Again	6
이종현,멜로디데이 (MelodyDay)	사실은 말야	6
멜로디데이 (MelodyDay)	사랑을 몰라서	1
방탄소년단	Intro : What Am I To You	0
방탄소년단	Danger	0
방탄소년단	호르몬 전쟁	0
방탄소년단	힙합성애자	0
방탄소년단	Let Me Know	0
방탄소년단	Rain	0
방탄소년단	BTS Cypher PT.3 : KILLER (Feat. Supreme Boi)	0
방탄소년단	핸드폰 좀 꺼줄래	0
방탄소년단	이불킥	0
방탄소년단	24/7=heaven	3
방탄소년단	여기 봐	0
방탄소년단	2학년	0
방탄소년단	Outro : 그게 말이 돼?	3
JJCC (제이제이씨씨)	빙빙빙 (Oneway)	0
JJCC (제이제이씨씨)	니가 떠나간다	5
JJCC (제이제이씨씨)	Be Good	4
탑독	아마데우스 (Amadeus)	0
탑독	TOPDOG	0
탑독	살리에리 (Salieri)	0
탑독	이건 아니지 않나 싶어 (With 조pd)	5
탑독	나 왜이래	3
탑독	Peekaboo	0
비트윈 (BEATWIN)	일루션 (illusion)	0
비트윈 (BEATWIN)	I,NO	4
HIGH4 (하이포)	Say Yes	3
HIGH4 (하이포)	뱅뱅뱅	0
HIGH4 (하이포)	True Love	5
HIGH4 (하이포)	Time Out	1
HIGH4 (하이포),Lim Kim	해요 말고 해	0
HIGH4 (하이포),아이유	봄 사랑 벚꽃 말고	1
라붐 (LABOUM)	두근두근	6
라붐 (LABOUM)	주문을 풀어 (La li:lalala)	1
라붐 (LABOUM)	어떡할래	6
멜로디데이 (MelodyDay)	사랑을 몰라서	1
마마무 (Mamamoo)	Love Lane	0
베스티	니가 필요해 (I Need You)	1
베스티	Hot Baby	0
베스티	별처럼 (Like A Star)	4
베스티	롤러걸 (Roller Girl)	0
베스티	I`m So Into You	3
베스티	Thank U Very Much	0
베스티	연애의 조건 (Love Options)	0
베스티	두근두근 (Pit Pat) (Remix)	3
에이코어 (A.KOR)	But Go	5
스피카.S	남주긴 아까워?	6
로꼬,마마무 (Mamamoo)	이 노래	1
매드타운 (MADTOWN)	MAD TOWN	0
매드타운 (MADTOWN)	YOLO	0
매드타운 (MADTOWN)	What`s Your Number?	4
매드타운 (MADTOWN)	Stunning	0
Red Velvet (레드벨벳)	Be Natural (Feat. SR14B `TAEYONG (태용)`)	7
크레용팝-딸기우유	OK	0
크레용팝-딸기우유	Feel So Good	0
크레용팝-딸기우유	Hello	1
크레용팝-딸기우유	알려주세요	3
비트윈 (BEATWIN)	You`re My Everything	1
UNIQ (유니크)	Falling In Love	3
UNIQ (유니크)	Born To Fight	0
비아이지 (B.I.G)	준비됐나요	0
탑독	애니 (Annie)	4
핫샷 (HOTSHOT)	Take A Shot	0
라붐 (LABOUM)	어떡할래	6
라붐 (LABOUM)	Winter party	0
멜로디데이 (MelodyDay)	Listen To My Heart	7
로꼬,마마무 (Mamamoo)	이 노래	1
칠학년일반	이별파이팅	1
소년공화국 (Boys Republic)	진짜가 나타났다	0
소년공화국 (Boys Republic)	인형	3
소년공화국 (Boys Republic)	Pump	0
소년공화국 (Boys Republic)	가운데	0
소년공화국 (Boys Republic)	몽유 (Somnambulance)	4
소년공화국 (Boys Republic)	예쁘게 입고 나와	0
소년공화국 (Boys Republic)	Video Game	0
풍뎅이 (PDE)	배추보쌈	0
러블리즈	Candy Jelly Love	3
러블리즈	어제처럼 굿나잇	0
러블리즈	이별 Chapter 1	3
러블리즈	비밀여행	0
러블리즈	남보다 못한 사이 (Feat. 휘성) (Babysoul Solo)	0
러블리즈	그녀는 바람둥이야 (Feat. 동우 Of 인피니트) (Babysoul&Kei)	3
러블리즈	Delight (Yoo Ji-Ae Solo)	3
러블리즈	너만 없다 (JIN Solo)	4
워너비 (WANNA.B)	My Type	0
GOT7 (갓세븐)	하지하지마	0
GOT7 (갓세븐)	Gimme	0
GOT7 (갓세븐)	손이 가	0
GOT7 (갓세븐)	너란 Girl	3
GOT7 (갓세븐)	그냥 오늘밤	3
GOT7 (갓세븐)	볼륨을 올려줘	0
GOT7 (갓세븐)	그대로 있어도 돼	5
GOT7 (갓세븐)	달빛	4
GOT7 (갓세븐)	She`s a monster	0
GOT7 (갓세븐)	Girls Girls Girls	3
GOT7 (갓세븐)	A	0
마마무 (Mamamoo)	Piano Man	0
마마무 (Mamamoo)	Gentleman (With eSNa)	0
마마무 (Mamamoo)	Piano Man (Piano Ver.)	0
방탄소년단	Danger (Mo-Blue-Mix) (Feat. Thanh)	0
GD X TAEYANG	GOOD BOY	0
Wa$$up 	Showtime	0
Wa$$up 	시끄러워U	0
Wa$$up 	Stupid Liar (Feat. 니화)	0
Wa$$up 	어딜 쳐다 봐 (Nada Solo)	0
Wa$$up 	안아줘	4
Wa$$up 	시끄러워U (Club Mix-DJ백승 MIX)	0
Wa$$up 	시끄러워U (Inst.)	0
Wa$$up 	Showtime (Inst.)	0
빅플로	Second Flow (Intro)	6
빅플로	Bad Mama Jama	0
빅플로	Beautiful Girl	0
빅플로	가끔 (Sometimes) (Feat. 우이경)	3
인피니트F	가슴이 뛴다	6
인피니트F	너라서	3
인피니트F	My Girl	3
멜로디데이 (MelodyDay)	Listen To My Heart	7
크레용팝,비에이 (Be.A),단발머리,짠짠	러브 크리스마스 (Love Christmas)	0
멜로디데이 (MelodyDay)	겁나 (Feat. 매드클라운)	3
비아이지 (B.I.G)	Last Christmas	0
칠학년일반	Hey You	5
소나무 (SONAMOO)	Into me (Intro)	0
소나무 (SONAMOO)	Deja Vu	4
소나무 (SONAMOO)	Love Call	0
소나무 (SONAMOO)	국민 여동생	0
소나무 (SONAMOO)	가는거야	7
소나무 (SONAMOO)	아낌없이 주는 나무	1
UNIQ (유니크)	Falling In Love (Chinese Ver.)	0
HIGH4 (하이포)	비슷해	3
마마무 (Mamamoo)	잠깐만	6
JJCC (제이제이씨씨)	질러 (Fire)	0
여자친구 (GFRIEND)	유리구슬 (Glass Bead)	0
여자친구 (GFRIEND)	Neverland	4
여자친구 (GFRIEND)	White (하얀마음)	1
GOT7 (갓세븐)	AROUND THE WORLD	0
GOT7 (갓세븐)	SO LUCKY	0
인피니트H	예뻐	0
인피니트H	어디 안 가 (Feat. 양다일)	0
인피니트H	부딪쳐 (Feat. 류수정 of 러블리즈)	0
인피니트H	바빠서 Sorry (Feat. 스윙스, 샴페인 of 샴페인&캔들)	0
인피니트H	지킬 앤 하이드 (Feat. 태완)	3
인피니트H	니가 미치지 않고서야 (Feat. 산체스 of 팬텀)	0
에이코어 (A.KOR)	Always	6
에이코어 (A.KOR)	Always (Acoustic Ver.)	6
에이코어 (A.KOR)	Always (Inst.)	6
기리보이,매드클라운,주영,몬스타엑스	0 (YOUNG) (Feat. 노머시)	0
마마무 (Mamamoo)	내 눈 속엔 너 (My Everything)	1
베리굿 (Berry Good)	요즘 너 때문에 난	0
베리굿 (Berry Good)	요즘 너 때문에 난 (Acoustic Ver.)	0
티아라,스피드,더 씨야,승희	나를 잊지 말아요	3
몬스타엑스	인터스텔라 (Feat. Yella Diamond) (Performed by 주헌, 형원, I.M)	0
마마무 (Mamamoo)	깊은 밤을 날아서	0
비에이 (Be.A)	12월 24일	5
그냥노창,정기고,BILL STAX (빌스택스),몬스타엑스	히읗 (Feat. 노머시)	0
러블리즈	Candy Jelly Love	3
러블리즈	안녕 (Hi~)	3
러블리즈	놀이공원	3
러블리즈	어제처럼 굿나잇	0
러블리즈	이별 Chapter 1	3
러블리즈	비밀여행	0
러블리즈	남보다 못한 사이 (Feat. 휘성) (Babysoul Solo)	0
러블리즈	그녀는 바람둥이야 (Feat. 동우 Of 인피니트) (Babysoul&Kei)	3
러블리즈	Delight (Yoo Ji-Ae Solo)	3
러블리즈	너만 없다 (JIN Solo)	4
비아이지 (B.I.G)	밤과 음악 사이	0
비에이 (Be.A)	어항 속 물고기	3
마마무 (Mamamoo)	내 눈 속엔 너 (My Everything)	1
매드타운 (MADTOWN)	LALALA	0
매드타운 (MADTOWN)	드루와	0
매드타운 (MADTOWN)	니가 필요한가봐	3
매드타운 (MADTOWN)	심각해	3
스누퍼 (SNUPER)	하이드 지킬	0
Red Velvet (레드벨벳)	Ice Cream Cake	4
Red Velvet (레드벨벳)	Automatic	0
Red Velvet (레드벨벳)	Somethin Kinda Crazy	3
Red Velvet (레드벨벳)	Stupid Cupid	1
Red Velvet (레드벨벳)	Take It Slow	3
Red Velvet (레드벨벳)	사탕 (Candy)	3
CLC	카페모카 주세요	0
CLC	Pepe	0
CLC	샤랄라 (Sharala)	3
CLC	첫사랑	1
CLC	창문을 열고	0
핫샷 (HOTSHOT)	Midnight Sun	4
라붐 (LABOUM)	Sugar Sugar	0
라붐 (LABOUM)	장난햅	3
라붐 (LABOUM)	Fantasy	6
마마무 (Mamamoo),에스나 (eSNa)	AHH OOP! (아훕!)	0
마마무 (Mamamoo)	삼포로 가는 길	0
JJCC (제이제이씨씨)	꽃밭에서 (Feat. 정훈희)	0
블락비 바스타즈	품행제로	0
블락비 바스타즈	찰리채플린	3
블락비 바스타즈	도둑 (Thief)	4
블락비 바스타즈	Nobody But You	1
블락비 바스타즈	배째 (Feat. 인크레더블)	0
CLC	Eighteen	1
오마이걸 (OH MY GIRL)	OH MY GIRL!	6
오마이걸 (OH MY GIRL)	CUPID	3
오마이걸 (OH MY GIRL)	HOT SUMMER NIGHTS	0
오마이걸 (OH MY GIRL)	궁금한걸요	1
UNIQ (유니크)	EOEO	0
UNIQ (유니크)	Luv Again	5
UNIQ (유니크)	Listen To Me	4
UNIQ (유니크)	Falling In Love	3
UNIQ (유니크)	Born To Fight	0
핫샷 (HOTSHOT)	Midnight sun	4
핫샷 (HOTSHOT)	Watch out	6
핫샷 (HOTSHOT)	Rain on me	0
핫샷 (HOTSHOT)	Take a shot	0
방탄소년단	Intro : 화양연화	7
방탄소년단	I NEED U	1
방탄소년단	잡아줘 (Hold Me Tight)	5
방탄소년단	SKIT : Expectation!	0
방탄소년단	쩔어	0
방탄소년단	흥탄소년단	0
방탄소년단	Converse High	0
방탄소년단	이사	0
방탄소년단	Outro : Love is Not Over	1
몬스타엑스	끌리는 여자 (Performed By 기현, 주헌)	0
로미오 (ROMEO)	Smile	0
로미오 (ROMEO)	예쁘니까	0
로미오 (ROMEO)	데이지 (Daisy)	1
로미오 (ROMEO)	너의 목소리	3
베스티	Excuse Me	1
베스티	Hush Baby	3
베스티	싱글베드 (Single Bed)	0
베스티	I`m So Fine (Feat. 알맹)	0
베스티	이런 날	1
풍뎅이 (PDE)	역전	7
몬스타엑스	무단침입 (Trespass)	0
몬스타엑스	출구는 없어 (No Exit)	0
몬스타엑스	One Love	6
몬스타엑스	솔직히 말할까 (Narr.다솜 Of 씨스타) (Honestly)	3
몬스타엑스	훔쳐 (Steal Your Heart)	0
몬스타엑스	Blue Moon	5
몬스타엑스	인터스텔라 (Feat. Yella Diamond) (Performed by 주헌, 형원, I.M) (Interstellar)	0
엔플라잉 (N.Flying)	One N Only	3
엔플라잉 (N.Flying)	기가 막혀 (Awesome)	0
엔플라잉 (N.Flying)	가슴이 놀래 (Heartbreak)	0
엔플라잉 (N.Flying)	All In	5
엔플라잉 (N.Flying)	1분 (1 Minute)	5
히스토리	Mind Game	4
히스토리	죽어버릴지도 몰라	0
히스토리	Ghost	2
히스토리	Slow Down	3
히스토리	죽어버릴지도 몰라 (Inst.)	0
CLC	Hey-yo	0
CLC	궁금해	3
CLC	Lucky	0
CLC	숨바꼭질	0
CLC	어쩌죠	5
몬스타엑스	끌리는 여자 (Performed by 기현, 주헌)	0
세븐틴	Shining Diamond	6
세븐틴	아낀다	0
세븐틴	Ah Yeah	0
세븐틴	Jam Jam	0
세븐틴	20	3
스피드	What U	0
스피드	Rose	0
스피드	선물 같은 단 한 사람 (Baby U)	7
칠학년일반	하얀바람	0
HIGH4 (하이포)	Baby Boy	0
소년공화국 (Boys Republic)	Hello	3
소년공화국 (Boys Republic)	Hello (Acoustic Ver.)	3
멜로디데이 (MelodyDay)	#LoveMe	0
멜로디데이 (MelodyDay)	Oh, My Guy (Narr. 장이정 Of HISTORY)	3
멜로디데이 (MelodyDay)	겁나 (Feat. 매드클라운)	3
마마무 (Mamamoo)	Freakin Shoes	0
마마무 (Mamamoo)	음오아예 (Um Oh Ah Yeh)	0
마마무 (Mamamoo)	따끔	0
마마무 (Mamamoo)	갑과 을 (No no no)	0
마마무 (Mamamoo)	Self Camera	0
마마무 (Mamamoo)	AHH OOP! (아훕!)	0
마마무 (Mamamoo)	음오아예 (Um Oh Ah Yeh) (Acappella Ver.)	0
빅플로	우리, 이젠 (서울지방보훈청 나라사랑 캠페인송)	7
핫샷 (HOTSHOT)	Midnight sun	4
핫샷 (HOTSHOT)	I`m a HOTSHOT	0
핫샷 (HOTSHOT)	Watch out	6
핫샷 (HOTSHOT)	Rain on me	0
핫샷 (HOTSHOT)	Take a shot	0
GOT7 (갓세븐)	딱 좋아 (Just right)	0
GOT7 (갓세븐)	보름달이 뜨기 전에	4
GOT7 (갓세븐)	온몸이 반응해	0
GOT7 (갓세븐)	Nice	7
GOT7 (갓세븐)	Mine	4
GOT7 (갓세븐)	Back To Me	6
엔오엠	#ONLY U (For NEYB)	7
몬스타엑스	끌리는 여자 (Performed By 기현, 주헌)	0
소나무 (SONAMOO)	CUSHION	0
소나무 (SONAMOO)	빙그르르	0
소나무 (SONAMOO)	깊어	1
소나무 (SONAMOO)	OK	3
소나무 (SONAMOO)	다 거짓말	3
소나무 (SONAMOO)	상영시간 무한대	0
워너비 (WANNA.B)	전체 차렷 (Attention)	0
여자친구 (GFRIEND)	오늘부터 우리는 (Me Gustas Tu)	3
여자친구 (GFRIEND)	하늘 아래서	0
여자친구 (GFRIEND)	One	7
여자친구 (GFRIEND)	기억해 (My Buddy)	2
소년공화국 (Boys Republic)	촛불 (Candle Love)	1
멜로디데이 (MelodyDay)	어부의 딸	0
베리굿 (BerryGood)	하나의 사랑	6
빅스LR	Beautiful Liar	5
빅스LR	Remember	5
빅스LR	할 말 (레오 Solo)	3
빅스LR	Ghost (라비 Solo)	0
빅스LR	My Light (Song by 빅스)	7
빅스LR	Beautiful Liar (Inst.)	5
JJCC (제이제이씨씨)	어디야	3
JJCC (제이제이씨씨)	트라우마 (Feat. 유진 of 더 씨야)	0
JJCC (제이제이씨씨)	불면증	0
JJCC (제이제이씨씨)	불면증 (Rap Ver.)	0
JJCC (제이제이씨씨)	불면증 (Ver.2)	0
에이프릴 (APRIL)	꿈사탕	0
에이프릴 (APRIL)	Hurry Hurry	7
에이프릴 (APRIL)	Knock Knock	0
에이프릴 (APRIL)	느낌	4
에이프릴 (APRIL)	Luv Me x3	6
에이프릴 (APRIL)	스릴러	1
탑독	비켜줄래	6
투아이즈 (2EYES)	PIPPI	0
비트윈 (BEATWIN)	Attention	0
비트윈 (BEATWIN)	STALKER (스토커)	2
비트윈 (BEATWIN)	Beautiful Night	4
비트윈 (BEATWIN)	갖고싶니 (She`s My Girl)	6
비트윈 (BEATWIN)	일루션 (illusion)	0
칠학년일반	Always (2015 Ver.)	6
DAY6 (데이식스)	Free하게	3
DAY6 (데이식스)	이상하게 계속 이래	3
DAY6 (데이식스)	Congratulations	3
DAY6 (데이식스)	버릇이 됐어	0
DAY6 (데이식스)	태양처럼	3
DAY6 (데이식스)	Colors	0
레이디스 코드	아파도 웃을래	5
몬스타엑스	신속히 (RUSH)	0
몬스타엑스	HERO	0
몬스타엑스	Perfect Girl	0
몬스타엑스	Amen	3
몬스타엑스	삐뚤어질래 (Gone Bad)	0
몬스타엑스	Broken Heart	6
Red Velvet (레드벨벳)	Dumb Dumb	0
Red Velvet (레드벨벳)	Huff n Puff	0
Red Velvet (레드벨벳)	Campfire	3
Red Velvet (레드벨벳)	Red Dress	0
Red Velvet (레드벨벳)	Oh Boy	4
Red Velvet (레드벨벳)	Lady`s Room	3
Red Velvet (레드벨벳)	Time Slip	0
Red Velvet (레드벨벳)	Don`t U Wait No More	0
Red Velvet (레드벨벳)	Day 1	3
Red Velvet (레드벨벳)	Cool World	7
세븐틴	표정관리	0
세븐틴	만세	0
세븐틴	어른이 되면	0
세븐틴	OMG	0
세븐틴	ROCK	0
업텐션 (UP10TION)	위험해 (SO, DANGEROUS)	0
업텐션 (UP10TION)	그대로 (Come as you are)	0
업텐션 (UP10TION)	Never Ending	6
업텐션 (UP10TION)	Phoenix	5
업텐션 (UP10TION)	Come with me	4
DIA (다이아)	음악 들을래	3
DIA (다이아)	Lean On Me (Feat. Microdot)	3
DIA (다이아)	왠지 (Somehow)	2
DIA (다이아)	내 친구의 남자친구	3
DIA (다이아)	내 마음에 별 하나	7
DIA (다이아)	어제처럼	5
DIA (다이아)	제자리	0
DIA (다이아)	Say Hello	3
DIA (다이아)	왠지 (Chinese Ver.)	2
DIA (다이아)	왠지 (Acoustic Ver.)	2
마마무 (Mamamoo)	Girl Crush	0
베리굿 (Berry Good)	내 첫사랑	0
GOT7 (갓세븐)	니가 하면	0
GOT7 (갓세븐)	손들어	2
GOT7 (갓세븐)	느낌이 좋아	4
GOT7 (갓세븐)	GOOD	3
GOT7 (갓세븐)	눈이가요	4
GOT7 (갓세븐)	Tic Tic Tok	4
러블리즈	Ah-Choo	0
러블리즈	작별하나	5
러블리즈	Hug Me	3
러블리즈	예쁜 여자가 되는 법	0
러블리즈	새콤달콤	0
러블리즈	라푼젤	7
풍뎅이 (PDE)	삐삐빠빠	0
멜로디데이 (MelodyDay)	SPEED UP	4
멜로디데이 (MelodyDay)	Hallo	1
멜로디데이 (MelodyDay)	Want U Bag	3
빅플로	Obliviate	0
빅플로	친구들 다 불러	0
빅플로	털어놔 (Z-Uk & Hightop Ver.)	0
빅플로	듣기 싫어 (유성 & Hightop Ver.)	5
빅플로	When I Was Young	5
오마이걸 (OH MY GIRL)	CLOSER	0
오마이걸 (OH MY GIRL)	SAY NO MORE	4
오마이걸 (OH MY GIRL)	PLAYGROUND	0
오마이걸 (OH MY GIRL)	SUGAR BABY	3
오마이걸 (OH MY GIRL)	ROUND ABOUT	0
UNIQ (유니크)	Best Friend	5
탑독	Runaway	0
탑독	THE BEAT	0
탑독	O.A.S.I.S	0
탑독	All eyez on me	0
탑독	Emotion	3
탑독	Sweetheart (상도 Solo)	3
DIA (다이아)	내 친구의 남자친구 (Feat. 주석)	3
DIA (다이아)	내 친구의 남자친구	0
DIA (다이아)	내 친구의 남자친구 (Chinese Ver.)	0
TWICE (트와이스)	OOH-AHH하게	0
TWICE (트와이스)	다시 해줘	5
TWICE (트와이스)	미쳤나봐	6
TWICE (트와이스)	Truth	0
TWICE (트와이스)	Candy Boy	0
TWICE (트와이스)	Like a Fool	3
Pro C (프로씨)	밤에 본 한강 (Feat. 은하 Of 여자친구)	6
몬스타엑스	HERO (Broadcasting Ver.)	0
몬스타엑스	신속히 (RUSH)	0
몬스타엑스	Perfect Girl	0
몬스타엑스	Amen	3
몬스타엑스	삐뚤어질래 (Gone Bad)	0
몬스타엑스	Broken Heart	6
엔플라잉 (N.Flying)	Lonely	5
엔플라잉 (N.Flying)	Knock Knock	0
엔플라잉 (N.Flying)	뻔뻔	0
마마무 (Mamamoo)	두메산골	0
HIGH4 (하이포)	D.O.A. (Dead Or Alive)	1
로미오 (ROMEO)	TARGET	0
로미오 (ROMEO)	PRESENT	1
로미오 (ROMEO)	너만 보여 (DNA)	0
로미오 (ROMEO)	DEAR MY PRINCESS	3
맵식스 (MAP6)	Storm	0
맵식스 (MAP6)	휘파람	0
워너비 (WANNA.B)	손들어 (Hands Up)	0
매드타운 (MADTOWN)	OMGT	0
혜정,비아이지 (B.I.G)	우리가 해야 할 일 (Just You & Me Now)	0
스누퍼 (SNUPER)	쉘 위 댄스 (Shall We Dance)	3
스누퍼 (SNUPER)	폴라로이드	3
스누퍼 (SNUPER)	하이드 지킬 (80`s Remix)	0
iKON	지못미	0
iKON	이리오너라 (B.I&BOBBY)	0
iKON	WELCOME BACK	6
iKON	리듬 타 (RHYTHM TA)	0
iKON	취향저격	0
iKON	오늘따라	3
iKON	AIRPLANE	3
iKON	솔직하게 (M.U.P)	7
비아이지 (B.I.G)	BIG TRANSFORMER	5
비아이지 (B.I.G)	타올라	0
GOT7 (갓세븐)	고백송	3
GOT7 (갓세븐)	매일	3
GOT7 (갓세븐)	이.별	1
GOT7 (갓세븐)	니가 하면	0
GOT7 (갓세븐)	손들어	2
GOT7 (갓세븐)	느낌이 좋아	4
GOT7 (갓세븐)	GOOD	3
GOT7 (갓세븐)	눈이가요	4
GOT7 (갓세븐)	Tic Tic Tok	4
GOT7 (갓세븐)	니가 하면 (Stage Ver.)	0
에이프릴 (APRIL)	유리성	0
에이프릴 (APRIL)	Muah!	4
비에이 (Be.A)	Tie My Hands	0
업텐션 (UP10TION)	여기여기 붙어라 (Catch me!)	0
업텐션 (UP10TION)	나두 (dito)	1
업텐션 (UP10TION)	불러 (call me)	0
업텐션 (UP10TION)	Holic	0
업텐션 (UP10TION)	Party2nite	3
방탄소년단	INTRO : Never Mind	0
방탄소년단	RUN	5
방탄소년단	Butterfly	4
방탄소년단	Whalien 52	0
방탄소년단	Ma City	0
방탄소년단	뱁새	0
방탄소년단	SKIT : One night in a strange city	0
방탄소년단	고엽	5
방탄소년단	OUTRO : House Of Cards	0
케이윌,씨스타,보이프렌드,매드클라운,정기고,주영,몬스타엑스	사르르 (Softly)	0
세븐틴,에일리	Q&A	3
라붐 (LABOUM)	Intro	1
라붐 (LABOUM)	아로아로	3
라붐 (LABOUM)	Tasty	0
러블리즈	그대에게	3
러블리즈	Circle	0
러블리즈	Bebe	0
Red Velvet (레드벨벳)	세가지 소원 (Wish Tree)	0
에이프릴 (APRIL)	Snowman	4
iKON	덤앤더머 (DUMB & DUMBER)	2
iKON	왜 또	0
iKON	아니라고	5
iKON	리듬 타 (RHYTHM TA) REMIX (Rock Ver.)	0
멜로디데이 (MelodyDay)	비가 내리면 (Feat. 라비 of 빅스)	5
스누퍼 (SNUPER)	오 마이 비너스	0
케이윌	니가 하면 로맨스 (Feat. 다비치)	0
수지 (SUZY)	Dream (Prod. by 박근태)	3
스누퍼 (SNUPER)	오 마이 비너스	0
Red Velvet (레드벨벳)	너에게 원한건	3
GOT7 (갓세븐)	LOVE TRAIN	0
GOT7 (갓세븐)	O.M.G	0
스누퍼 (SNUPER)	폴라로이드 (Day Ver.)	3
스누퍼 (SNUPER)	폴라로이드 (Night Ver.)	3
GOT7 (갓세븐)	LAUGH LAUGH LAUGH	0
GOT7 (갓세븐)	BE MY GIRL	0
Crush	잊어버리지마 (Feat. 태연)	0
여자친구 (GFRIEND)	시간을 달려서 (Rough)	0
여자친구 (GFRIEND)	내 이름을 불러줘 (Say my name)	4
여자친구 (GFRIEND)	사랑별 (Luv Star)	0
여자친구 (GFRIEND)	그런 날엔 (Someday)	0
여자친구 (GFRIEND)	TRUST	4
여자친구 (GFRIEND)	시간을 달려서 (Inst.)	0
지코 (ZICO)	너는 나 나는 너	0
여자친구 (GFRIEND)	시간을 달려서 (Rough)	0
지코 (ZICO)	사랑이었다 (Feat. 루나 of f(x))	1
마마무 (Mamamoo)	I Miss You	3
마마무 (Mamamoo)	I Miss You	3
비아이지 (B.I.G)	Hey Girl	3
WINNER	BABY BABY	3
WINNER	센치해	3
WINNER	철없어	6
WINNER	좋더라 (태현 SOLO)	7
WINNER	사랑가시 (민호&태현)	5
WINNER	센치해	3
WINNER	BABY BABY	3
옥탑방 작업실,매드타운 (MADTOWN),Wa$$up 	내 맘을 아냐고 (Feat. 주이)	1
마마무 (Mamamoo)	1cm의 자존심	0
윤종신,세븐틴	Chocolate	0
마마무 (Mamamoo)	1cm의 자존심	0
CLC	두근두근 러브	3
레이디스 코드	My Flower	5
레이디스 코드	Galaxy	0
레이디스 코드	Chaconne	5
마마무 (Mamamoo)	1cm의 자존심	0
마마무 (Mamamoo)	우리끼리 (Words Don`t Come Easy)	4
마마무 (Mamamoo)	넌 is 뭔들	0
마마무 (Mamamoo)	금요일밤 (Feat. 정기고)	0
마마무 (Mamamoo)	고향이	0
마마무 (Mamamoo)	Emotion	3
마마무 (Mamamoo)	I Miss You	3
마마무 (Mamamoo)	Funky Boy	0
마마무 (Mamamoo)	나만의 Recipe	3
마마무 (Mamamoo)	고양이 (Cat Fight)	0
마마무 (Mamamoo)	Just	3
마마무 (Mamamoo)	Girl Crush	0
마마무 (Mamamoo)	넌 is 뭔들	0
에디킴	팔당댐 (Feat. 빈지노)	0
마마무 (Mamamoo)	어느 소녀의 사랑이야기	1
CLC	예뻐지게	0
CLC	Refresh	4
CLC	Yaya (Say bye to solo)	0
CLC	오빠친구	0
CLC	Eighteen	1
백지영	사랑이 온다	1
탑독	FEEL ALIVE	4
탑독	FEEL ALIVE (Rap Ver.)	4
지민 (AOA)	야 하고 싶어 (Feat. 시우민 of EXO)	3
스누퍼 (SNUPER)	4차원의 천사	4
스누퍼 (SNUPER)	지켜줄게 (Platonic Love)	3
스누퍼 (SNUPER)	YES or NO	0
