singer	title	cluster
파란	고백	6
파란	발자국	1
파란	You	1
파란	Hey Girl	4
브라운 아이드 걸스	정	1
브라운 아이드 걸스	The Day	5
초신성	Super Star	4
에프티 아일랜드	사랑앓이	1
에프티 아일랜드	천둥	1
에프티 아일랜드	눈물이 흐른다	1
슈퍼주니어	손을 잡아요	7
더블에스오공일	손을 잡아요	7
브라운 아이드 걸스	손을 잡아요	7
쥬얼리	손을 잡아요	7
소녀시대	손을 잡아요	7
에이스타일	내가 바보였어	5
에이스타일	1234 Back	3
에이스타일	Show	1
에이스타일	Funky N Roll Tonight	3
에이스타일	You	3
쥬얼리	모두 다 쉿!	1
쥬얼리	One More Time (Remix)	0
더블에스오공일	널 부르는 노래 (Remix)	0
소녀시대	햅틱모션 (Haptic Motion)	1
슈퍼주니어	사랑이 떠나다	6
슈퍼주니어	You`re My Endless Love	5
슈퍼주니어	My Everything	0
슈퍼주니어	처음 느낌 그대로	1
슈퍼주니어	인형	1
슈퍼주니어	걸음을 멈추고	5
슈퍼주니어	H.I.T	0
슈퍼주니어	One Love	1
슈퍼주니어	미워	5
슈퍼주니어	Marry U	1
슈퍼주니어	첫눈이 와	7
슈퍼주니어	Believe	3
슈퍼주니어	One Love (Studio Ver.)	1
슈퍼주니어	룩셈부르크	0
슈퍼주니어	Twins	7
슈퍼주니어	Intro+Rock This House	6
슈퍼주니어	Intro+돈 돈	7
슈퍼주니어	갈증	0
슈퍼주니어	거울 (Mirror)	1
슈퍼주니어	Ment 1	0
슈퍼주니어	Dancing Out	7
슈퍼주니어	The Night Chicago Died	0
슈퍼주니어	로꾸거	0
슈퍼주니어	첫차	7
슈퍼주니어	나같은건 없는건가요	5
슈퍼주니어	Ment 2	0
슈퍼주니어	Y.M.C.A	0
슈퍼주니어	Wonder Boy	7
슈퍼주니어	마지막 승부	6
슈퍼주니어	U	0
슈퍼주니어	행복	5
슈퍼주니어	차근차근	1
슈퍼주니어	Miracle	4
샤이니	In My Room	5
샤이니	누난 너무 예뻐 (Replay)	1
샤이니	Real	6
샤이니	사.계.한 (Love Should Go On)	1
샤이니	누난 너무 예뻐 (Replay Boom Track)	1
브라운 아이드 걸스	Bad Girls	0
원더걸스	This Time	5
원더걸스	So Hot	0
원더걸스	You`re Out	1
원더걸스	Tell me (Rap Ver.)	1
써니힐	아파한다	1
배틀	Big Change (feat. Deegie)	4
배틀	Step by Step	1
배틀	Luv U	0
제이워크	My Love (Feat. 은지원)	1
제이워크	Focus	4
제이워크	참 좋겠어요	6
제이워크	아마도	1
제이워크	일년째 프로포즈	1
제이워크	추억...안녕	3
제이워크	못된 사랑	1
제이워크	21세기 우리들의 사랑이야기 (Feat. Vink)	4
제이워크	외사랑	1
제이워크	깍지	5
더블에스오공일	넌 나의 천국 (MBC `우리 결혼했어요` 삽입곡)	1
제이워크	여우비	1
써니힐	통화연결음	0
써니힐	사랑밖엔 난 몰라	0
써니힐	고무줄 (Sub. Cool 하게 컴백)	3
써니힐	My Girl	0
써니힐	고무줄 (Sub. Cool 하게 컴백 (Inst.))	3
써니힐	My Girl (Inst.)	0
투에이엠	이노래	0
투에이엠	아니라기에	3
투에이엠	이노래 (Inst.)	0
투에이엠	어떡하죠	1
더블에스오공일	고맙다 (Vocal 현중) (MBC `우리 결혼했어요` 러브테마 삽입곡)	7
더블에스오공일	고맙다 (Accoustic Ver.)	7
더블에스오공일	Find (파인드)	1
더블에스오공일	너와 숨쉬다	7
더블에스오공일	넌 나의 천국 (MBC `우리 결혼했어요` 삽입곡)	1
더블에스오공일	사랑해x5	0
카라	Rock U	5
카라	Baby Boy	1
카라	이게뭐야	6
카라	Good Day	0
카라	Wait	1
제이워크	안타까워	5
제이워크	My Love (Feat. 은지원)	1
써니힐	사랑밖엔 난 몰라	0
빅뱅	Intro (Stand Up)	0
빅뱅	착한 사람	0
빅뱅	Lady	3
빅뱅	Oh My Friend (Feat. 노브레인)	0
빅뱅	하루 하루	5
빅뱅	천국	1
에프티 아일랜드	사랑후애 (僞愛)	1
에프티 아일랜드	여자는 몰라	1
에프티 아일랜드	그대는 사랑입니다	1
에프티 아일랜드	Love Is	1
에프티 아일랜드	멋쟁이 Vs 예쁜이 (FT Vs Pri)	3
에프티 아일랜드	외워두기	5
에프티 아일랜드	미워하고 원망하고	1
에프티 아일랜드	1분 1초도	1
에프티 아일랜드	사랑하지마요	1
에프티 아일랜드	사랑이라 부르는 이름	1
에프티 아일랜드	Troublemaker	7
에프티 아일랜드	Train	0
샤이니	사랑의 길 (Love`s Way)	1
샤이니	너 아니면 안되는 걸 (Romantic)	1
샤이니	그녀가 헤어졌다 (One For Me)	1
샤이니	화장을 하고 (Graze)	0
샤이니	마지막 선물 (Last Gift) (In My Room - Prelude)	3
샤이니	내 곁에만 있어 (Best Place)	0
샤이니	눈을 감아보면 (Four Seasons)	0
샤이니	In My Room (Unplugged Remix)	0
샤이니	누난 너무 예뻐 (Replay)	1
샤이니	혜야 (Y Si Fuera Ella)	0
샤이니	The SHINee World (Doo-Bop)	6
샤이니	산소 같은 너 (Love Like Oxygen)	0
투피엠	10점 만점에 10점	0
투피엠	Only You	5
투피엠	Angel	7
투피엠	10점 만점에 10점 (Old School Ver.)	0
유키스	Intro (Pump Pump)	6
유키스	어리지 않아	0
유키스	Give It To Me	0
브라운 아이드 걸스	You	0
브라운 아이드 걸스	어쩌다	3
브라운 아이드 걸스	겨우	5
브라운 아이드 걸스	다시는 사랑 안할래	1
소녀시대	사랑은 선율을 타고 (Day By Day)	3
동방신기	주문-MIROTIC (Clean Ver.)	0
동방신기	Wrong Number	3
동방신기	Crazy Love	0
동방신기	Hey! (Don`t Bring Me Down)	0
동방신기	무지개 (Rainbow)	6
동방신기	악녀 (Are You A Good Girl?)	0
동방신기	주문-MIROTIC (Original Ver.)	0
동방신기	노을..바라보다 (Picture Of You)	7
동방신기	넌 나의 노래 (You`re My Melody)	0
동방신기	낙원 (Paradise)	3
동방신기	Flower Lady	0
동방신기	잊혀진 계절	0
동방신기	Love In The Ice	7
브라운 아이드 걸스	독한 사랑	1
원더걸스	I Tried	3
원더걸스	Saying I Love You	1
원더걸스	Nobody (Rainstone Remix)	0
원더걸스	I Tried (Inst.)	0
원더걸스	Intro	0
원더걸스	Nobody	0
원더걸스	Saying I Love You (Inst.)	1
원더걸스	Nobody (Rainstone Remix) (Inst.)	0
더블에스오공일	바라보며 (Original Ver.)	5
더블에스오공일	바라보며 (Violin Ver.)	5
더블에스오공일	바라보며 (Guitar Ver.)	5
카라	굿데이 (Goodday) 시즌 2	0
카라	굿데이 (Goodday) 시즌 2 (Inst.)	0
에프티 아일랜드	바램	1
에프티 아일랜드	그대는 사랑입니다 (Remix)	1
브라운 아이드 걸스	병원에 가다 (그리움..) (Song By 나르샤)	5
에프티 아일랜드	너를 사랑해 (Love Is...)	7
에프티 아일랜드	Heaven	1
에프티 아일랜드	너의 안부를 물을 때	1
에프티 아일랜드	내 오랜 그녀와 해야 할 일	3
쥬얼리	병원에 가다 (사랑..) (Song By 은정)	5
에프티 아일랜드	FT Island	0
에프티 아일랜드	Reo Reo	0
에프티 아일랜드	집착	1
에프티 아일랜드	눈물이 더 가까운 사람	1
에프티 아일랜드	첫키스	0
에프티 아일랜드	남자의 첫사랑은 무덤까지 간다	1
에프티 아일랜드	너 올 때까지	1
에프티 아일랜드	한사람만	1
에프티 아일랜드	프리마돈나	0
에프티 아일랜드	사랑앓이	1
에프티 아일랜드	사랑이야	1
에프티 아일랜드	행복합니다	1
샤이니	혜야 (Y Si Fuera Ella)	0
샤이니	Forever Or Never	1
샤이니	산소같은 너 (Love Like Oxygen)	0
샤이니	사.계.한 (Plugged By DJ Oneshot) (Love Should Go On)	1
샤이니	누난 너무 예뻐 (Replay)	1
샤이니	너 아니면 안 되는걸 (Romantic)	1
샤이니	사랑의 길 (Love`s Way)	1
샤이니	그녀가 헤어졌다 (One For Me)	1
샤이니	화장을 하고 (Graze)	0
샤이니	마지막 선물 (Last Gift) (In My Room - Prelude)	3
샤이니	내 곁에만 있어 (Best Place)	1
샤이니	눈을 감아보면 (Four Seasons)	5
샤이니	In My Room (Unplugged Remix)	5
샤이니	The SHINee World (Doo-Bop)	6
브라운 아이드 걸스	My Style (Hidden Track)	0
브라운 아이드 걸스	다시는 사랑 안할래 (Unplugged Ver.)	1
브라운 아이드 걸스	My Style 곡 받은 날	0
빅뱅	모두 다 소리쳐 (Intro)	7
빅뱅	반짝반짝	0
빅뱅	멍청한 사랑	6
빅뱅	하루하루 (Acoustic Ver.)	5
빅뱅	Remember	7
빅뱅	오, 아, 오	3
빅뱅	붉은 노을	7
빅뱅	Wonderful	0
빅뱅	거짓말 (Remix)	3
빅뱅	마지막 인사 (Remix)	3
동방신기	주문-MIROTIC (Clean Ver.)	0
동방신기	Crazy Love	0
동방신기	Hey! (Don`t Bring Me Down)	0
동방신기	무지개 (Rainbow)	6
동방신기	사랑 안녕 사랑 (Love Bye Love)	5
동방신기	악녀 (Are You A Good Girl?)	0
동방신기	주문-MIROTIC (Acoustic Ver.)	0
동방신기	주문-MIROTIC (Original Ver.)	0
동방신기	Wrong Number	3
동방신기	사랑아 울지마 (Don`t Cry My Lover)	1
동방신기	소원 (Wish)	7
동방신기	넌 나의 노래 (You`re My Melody)	0
동방신기	노을..바라보다 (Picture Of You)	7
동방신기	낙원 (Paradise)	3
동방신기	Flower Lady	0
동방신기	Don`t Say Goodbye	7
동방신기	잊혀진 계절 (Forgotten Season)	0
동방신기	Love In The Ice	7
동방신기	Wrong Number (Music Video Ver.)	3
동방신기	Wrong Number (Performance Ver.)	3
원더걸스	Anybody (Feat. Dynamic Duo, SAN E, J.Y. Park)	1
더블에스오공일	Want It	7
더블에스오공일	The One	1
더블에스오공일	사랑인거죠	1
더블에스오공일	Never Let You Go	6
더블에스오공일	I Am	0
더블에스오공일	U R Man	3
브라운 아이드 걸스	좋은날	3
카라	하니	0
카라	Pretty Girl	0
카라	요를레이	0
카라	My Darling	7
소녀시대	랄랄라	0
투피엠	Only You (Winter Special)	5
브라운 아이드 걸스	좋은날	3
티맥스	Lion Heart (Winter Romance Ver.)	7
티맥스	널 사랑해	1
티맥스	널 사랑해 (Core Mix Ver.)	7
티맥스	Blooming	1
빅뱅	Stylish (The FILA)	7
소녀시대	Dear. Mom	3
소녀시대	Gee	0
소녀시대	힘 내! (Way To Go)	7
소녀시대	Destiny	4
소녀시대	힘들어하는 연인들을 위해 (Let`s Talk About Love)	1
씽	사랑 (GT Ver.)	1
씽	사랑 (Rap Ver.)	1
더블에스오공일	내 머리가 나빠서	5
티맥스	파라다이스 (메인 테마)	7
샤이니	Stand By Me	1
더블에스오공일	U R Man (Remix)	3
더블에스오공일	The One (Remix)	1
애프터 스쿨	Play Girlz	4
애프터 스쿨	AH	0
애프터 스쿨	AH (Inst.)	0
유키스	Intro (On Fire)	4
유키스	니가 좋아	1
유키스	Talk To Me	1
투에이엠	졸업 (조권 & 창민)	5
씽	사랑	1
에프티 아일랜드	나쁜 여자야	1
에프티 아일랜드	인형처럼	3
에프티 아일랜드	마법	1
에프티 아일랜드	Missing You	1
에프티 아일랜드	그대와 나	1
에프티 아일랜드	어쩌란 말이야	1
카라	Honey	0
카라	이게 뭐야 (Plastic Ver.)	6
카라	Pretty Girl (Bani Ver.)	0
카라	굿데이 (Goodday) 시즌 2	0
카라	Pretty Girl (School Rock Ver.)	0
더블에스오공일	Lonely Girl (악녀일기 리턴즈)	3
제이워크	외사랑	1
더블에스오공일	애인만들기	1
티맥스	Say Yes	1
티맥스	Wish Ur My Love (with J)	1
카라	Love Is Fire	0
에이스타일	아쉬운 마음인걸	0
슈퍼주니어	마주치지 말자 (Let`s Not...)	1
슈퍼주니어	What If	3
슈퍼주니어	이별… 넌 쉽니 (Heartquake) (Feat. 동방신기 (U-Know & Micky))	1
슈퍼주니어	Happy Together	7
슈퍼주니어	죽어있는 것 (Dead At Heart)	4
슈퍼주니어	Shining Star	7
슈퍼주니어	쏘리 쏘리 (Sorry, Sorry)	3
슈퍼주니어	니가 좋은 이유 (Why I Like You)	1
슈퍼주니어	앤젤라 (Angela)	5
슈퍼주니어	Reset	5
슈퍼주니어	Monster	3
슈퍼주니어	Club No.1 (Feat. 이연희)	3
제이워크	사랑한다 외쳐요 (Feat. 미료 From 브라운 아이드 걸스)	1
제이워크	가슴속	5
티맥스	나쁜 마음을 먹게해 (Ballad Ver.)	3
티맥스	나쁜 마음을 먹게해 (클럽 버전)	3
티맥스	나쁜 마음을 먹게해 (Dance Ver.)	3
티맥스	널 사랑해 (Bang Bang Boom)	7
투에이엠	친구의 고백	6
투에이엠	Lost	6
투에이엠	일단 돌아서지만	5
투에이엠	친구의 고백 (Inst.)	6
빅뱅	Lollipop	4
투애니원	Lollipop	4
빅뱅	So Fresh, So Cool	7
샤이니	보디가드 (애니콜 CF송 - 샤방 보디가드폰)	1
써니힐	너는 모르지	1
애프터 스쿨	Diva	2
애프터 스쿨	Diva (Inst.)	2
에이스타일	Why	5
투피엠	Again＆Again (R&B Mix)	3
에이스타일	Dynamite	4
에이스타일	내가 아니라	5
에이스타일	No More	5
에이스타일	빈칸 채우기	7
투피엠	What Time Is It Now	0
투피엠	Again＆Again	3
투피엠	니가 밉다	0
투피엠	돌아올지도 몰라	3
티아라	좋은 사람 Ver.1	1
빅뱅	나만 바라봐 (Remix)	3
빅뱅	아무렇지 않은 척 (Remix)	3
빅뱅	Make Love	5
빅뱅	하루하루 (Orchestra Ver.)	5
빅뱅	천국 (Orchestra Ver.)	1
빅뱅	Number 1	0
빅뱅	Stylish (The FILA)	7
빅뱅	Lady	3
빅뱅	Wonderful	0
빅뱅	착한사람	0
빅뱅	오,아,오	3
빅뱅	마지막 인사 (Remix)	3
빅뱅	붉은노을	7
빅뱅	Oh My Friend	0
빅뱅	거짓말 (Remix)	3
투애니원	Fire	0
티아라	여성시대	0
티아라	영원한 사랑	1
티아라	영원한 사랑 (Remix)	1
에프티 아일랜드	멋쟁이 VS 예쁜이	3
에프티 아일랜드	너를 사랑해	7
에프티 아일랜드	Troublemaker	7
에프티 아일랜드	사랑하는 법을 몰라서	1
에프티 아일랜드	첫키스	0
에프티 아일랜드	한가지말	1
에프티 아일랜드	사랑이야	1
에프티 아일랜드	그대는 사랑입니다	1
에프티 아일랜드	FT Island	0
에프티 아일랜드	Love Is	1
에프티 아일랜드	사랑후애	1
에프티 아일랜드	Train	0
에프티 아일랜드	너 올 때까지	1
에프티 아일랜드	사랑앓이 (Encore)	1
에프티 아일랜드	Primadonna (Encore)	0
슈퍼주니어	너라고 (It`s You)	0
슈퍼주니어	그녀는 위험해 (She Wants It)	0
슈퍼주니어	사랑이 죽는 병 (Love Disease)	5
슈퍼주니어	첫번째 이야기 (Love U More)	1
샤이니	잠꼬대 (Please, Don`t Go)	5
샤이니	니가 맘에 들어 (Talk To You)	3
샤이니	줄리엣 (Juliette)	0
샤이니	차라리 때려 (Hit Me)	0
샤이니	세뇨리따 (Senorita)	0
샤이니	소년, 소녀를 만나다 (Romeo+Juliette)	1
더블에스오공일	Sometime	5
더블에스오공일	Play	7
애프터 스쿨	Dream Girl	0
애프터 스쿨	Dream Girl (Inst.)	0
카라	똑 같은 맘	0
더블에스오공일	We Can Fly (진에어(JINAIR) 이미지송)	6
포미닛	Hot Issue	7
더블에스오공일	Wuss Up (규종 Solo)	6
더블에스오공일	제발 잘해줘 (현중 Solo)	3
쥬얼리	Rally (Feat. 낯선)	0
소녀시대	1 년 後 (One Year Later) (제시카&온유)	5
소녀시대	소원을 말해봐 (Genie)	0
소녀시대	Etude	0
소녀시대	여자친구 (Girlfriend)	3
소녀시대	남자친구 (Boyfriend)	0
소녀시대	동화 (My Child)	7
빅뱅	친구 (Top & 태양)	6
원더걸스	Nobody (Eng Ver.)	1
더블에스오공일	하면은 안돼 (Featuring 지선) (정민Solo)	5
더블에스오공일	Hey G (Feat. Mellow) (형준Solo)	3
더블에스오공일	비겁하지 않겠어	0
빅뱅	가라가라 고!! (Kor Ver.)	0
투애니원	Fire	0
투애니원	I Don`t Care	6
투애니원	In The Club	6
투애니원	Let`s Go Party	4
투애니원	Pretty Boy	0
투애니원	Stay Together	5
투애니원	Lollipop (빅뱅 & 2NE1) (Bonus Track)	4
티맥스	왜 그랬어 (Feat. 김준) (신민철 Solo)	5
티맥스	눈물이 말라 (박윤화 Solo)	1
티맥스	준비 O.K (Jun Be O.K) (김준 Solo)	1
에프티 아일랜드	빙빙빙	0
에프티 아일랜드	바래	5
에프티 아일랜드	미우나고우나	1
에프티 아일랜드	천사와 나무꾼	1
에프티 아일랜드	소녀를 만나다 (소나기)	1
에프티 아일랜드	결혼해줘	0
에프티 아일랜드	꼭은 아니더라도	5
에프티 아일랜드	첫눈에 알아	1
에프티 아일랜드	보내주기	1
에프티 아일랜드	못난이	0
에프티 아일랜드	남의 속도 모르고	5
에프티 아일랜드	바래 (Ver.2)	5
브라운 아이드 걸스	잘할게요	7
브라운 아이드 걸스	Glam Girl	0
브라운 아이드 걸스	Abracadabra	0
브라운 아이드 걸스	중독	5
브라운 아이드 걸스	Candy Man	0
브라운 아이드 걸스	이상한 일	0
브라운 아이드 걸스	못 가	1
브라운 아이드 걸스	여자가 있어도	1
브라운 아이드 걸스	DJ Cloud Translates L.O.V.E (Cloud Remix)	0
브라운 아이드 걸스	Haihm Translates Second (Haihm Rebuild)	7
브라운 아이드 걸스	East4A translates You (East4A Soulsome Mix)	3
브라운 아이드 걸스	Hitchhiker Translates 어쩌다 (Hitchhiker (Jinu) Dynamic Mix)	1
브라운 아이드 걸스	Saintbinary Translates Hold The Line (Saintbinary Sweet Purple Remix)	0
브라운 아이드 걸스	Junjaman Translates My Style (Junjaman Wet Dream Remix)	0
브라운 아이드 걸스	Fraktal Translates Oasis (Fraktal Desert Is Land Mix)	0
트랙스	운명	1
트랙스	목소리	0
애프터 스쿨	아몰레드 (Amoled)	0
애프터 스쿨	아몰레드 (Amoled) (MR)	0
티아라	거짓말 (Ballad Ver.)	3
티아라	거짓말 (Part.1)	3
티아라	거짓말 (Part.2)	3
티아라	놀아볼래?	0
카라	미스터	0
카라	Wanna	1
카라	마법	5
카라	몰래몰래	1
카라	Let It Go	6
카라	Take A Bow	0
카라	Aha	0
카라	똑 같은 맘	0
동방신기	Ride Into The Earth	0
동방신기	HEY! (Don`t Bring Me Down)	0
동방신기	Jukebox In AD2055	0
동방신기	악녀 (Are You A Good Girl?)	0
동방신기	Rising Sun (순수)	0
동방신기	무지개 (Rainbow)	6
동방신기	Opening Ment	0
동방신기	Wrong Number	3
동방신기	Purple Line	4
동방신기	Xiahtic (Feat. Key) - Xiah	0
동방신기	체크메이트 (Checkmate) - U-Know	6
동방신기	Spellbound Of TVXQ	0
동방신기	주문 (Mirotic)	0
동방신기	The Way U Are (Remix)	0
동방신기	Somebody To Love	0
동방신기	Crazy Love	0
동방신기	Sky	0
동방신기	Closing Ment	0
동방신기	Hug (포옹) (Remix)	3
동방신기	하하하쏭	0
동방신기	낙원 (Paradise)	3
동방신기	사랑 안녕 사랑 (Love Bye Love) - Micky	1
동방신기	그것만이 내세상 - Hero	7
동방신기	Upon This Rock - Max	0
동방신기	풍선 (Balloons) (Remix)	0
동방신기	반달	0
동방신기	Love In The Ice	7
동방신기	Don`t Say Goodbye	7
동방신기	인사	1
동방신기	Song For You	6
동방신기	Tonight	0
동방신기	Song For You (Studio Ver.)	6
샤이니	Countdown	7
애프터 스쿨	반쪽	1
쥬얼리	Bounce	6
쥬얼리	Butterfly	3
쥬얼리	Vari2ty	3
쥬얼리	Strong Girl	1
쥬얼리	Oops	3
쥬얼리	Fantastic4	3
쥬얼리	Sweet Boy	0
쥬얼리	Be Rocker	3
쥬얼리	Rally	0
포미닛	For Muzik	7
포미닛	Muzik	0
포미닛	Hot Issue	7
포미닛	What A Girl Wants	0
포미닛	웃겨	0
포미닛	안 줄래	6
포미닛	Hot Issue (신사동호랭이 Remix)	7
에프엑스	라차타 (LA chA TA)	0
티맥스	원해	2
투애니원	I Don`t Care (Reggae Mix Ver.)	6
슈아이	Bomb Bomb Bomb	0
슈아이	구해줘	1
초신성	TTL (Time To Love)	5
티아라	TTL (Time To Love)	5
소녀시대	Motion	3
소녀시대	Chocolate Love (Retro Pop Ver.)	4
에프엑스	Chocolate Love (Electronic Pop Ver.)	0
초신성	TTL Listen 2	5
티아라	TTL Listen 2	5
에프티 아일랜드	Lie	1
시크릿	3년 6개월	6
시크릿	I Want You Back	0
샤이니	내가 사랑했던 이름 (The Name) (온유 Feat. 김연우)	1
엠블랙	My Dream	5
비스트	아직은	5
비스트	Oasis	7
샤이니	Y.O.U. (Year Of Us)	7
샤이니	Ring Ding Dong	0
샤이니	JoJo	0
샤이니	Get Down (Key+민호 Feat. f(x)Luna)	2
샤이니	SHINee Girl	0
엠블랙	Oh Yeah	1
엠블랙	G.O.O.D Luv	1
비스트	Beast Is The B2ST	6
비스트	Bad Girl	3
비스트	Mystery	3
더블에스오공일	하루만	5
더블에스오공일	완.두.콩.	7
더블에스오공일	Wasteland	6
더블에스오공일	Love Like This (네게로)	0
더블에스오공일	Obsess (중독...)	0
에프티 아일랜드	러브레터 (FT.Triple)	3
에프티 아일랜드	멀리멀리 (FT.Triple)	1
에프티 아일랜드	꼬집어 봐도 (FT.Triple)	3
에프티 아일랜드	Lie	1
에프티 아일랜드	사랑이 왔나봐	0
에프티 아일랜드	A Song For You	1
에프티 아일랜드	빙빙빙	0
에프티 아일랜드	바래	5
에프티 아일랜드	미우나 고우나	1
에프티 아일랜드	천사와 나무꾼	1
에프티 아일랜드	소녀를 만나다(소나기)	1
에프티 아일랜드	결혼해줘	0
에프티 아일랜드	꼭은 아니더라도...	5
에프티 아일랜드	첫눈에 알아	1
에프티 아일랜드	보내주기	1
에프티 아일랜드	못난이	0
에프티 아일랜드	남의 속도 모르고	5
브라운 아이드 걸스	잠에 취해	0
브라운 아이드 걸스	Sign	4
브라운 아이드 걸스	Abracadabra (Fraktal Voodoo Remix)	0
브라운 아이드 걸스	Sign (Junjaman Remix)	4
투피엠	Gimme The Light	6
투피엠	Back 2U	3
투피엠	All Night Long	0
투피엠	Only You (Acoustic Mix)	5
투피엠	돌아올지도 몰라 (Bossa Nova Mix)	3
투피엠	My Heart	0
투피엠	Heartbeat	3
투피엠	기다리다 지친다	5
투피엠	너에게 미쳤었다	1
투피엠	Heartbeat (Red Light Mix)	3
투피엠	10점 만점에 10점 (10/10)	0
투피엠	Again & Again	3
투피엠	니가밉다 (Lounge Mix)	0
빅뱅	할렐루야	0
에프엑스	Chu~♡	7
에프엑스	Step By Me	6
에프엑스	You Are My Destiny f(Luna+Krystal)	7
유키스	Intro	0
유키스	만만하니	1
유키스	Ok!	6
레인보우	참아볼께요	1
레인보우	Not Your Girl	3
레인보우	Gossip Girl	2
레인보우	I Believe	3
레인보우	Kiss	4
에프엑스	어렵고도 쉬운 f(Luna + Krystal)	1
빅뱅	할렐루야	0
에프엑스	어렵고도 쉬운 f(Luna + Krystal)	1
애프터 스쿨	When I Fall	1
애프터 스쿨	너 때문에	0
애프터 스쿨	Diva	3
애프터 스쿨	너 때문에 (Inst.)	0
애프터스쿨	너 때문에	0
티아라	Falling U	3
티아라	너너너	1
티아라	거짓말 (Slow Ver.)	3
티아라	좋은 사람	1
티아라	One&One	6
티아라	처음처럼	0
티아라	Bo Peep Bo Peep	6
티아라	Tic Tic Toc	0
티아라	Bye Bye	2
티아라	Apple Is A	0
티아라	거짓말 (Dance Ver.)	3
티아라	T.T.L (Time To Love)	5
티아라	TTL Listen.2	5
티아라	놀아볼래?	0
티아라	처음처럼	0
티아라	Bo Peep Bo Peep	0
포미닛	징글징글 (Feat. 마리오, 에이맨)	0
투피엠	My Color	0
더블에스오공일	우리 함께라면 (드라마 `최강칠우`)	7
샤이니	Countdown (드라마 `드림`)	7
슈퍼주니어	Baby Baby (성민)	3
슈퍼주니어	魂 (혼) (희철)	0
슈퍼주니어	체념 (예성)	1
슈퍼주니어	7년간의 사랑 (규현)	5
슈퍼주니어	What If	3
슈퍼주니어	우리들의 사랑 (Our Love) (Rearranged)	1
슈퍼주니어	Who Am I (시원)	0
슈퍼주니어	당신이기에	7
슈퍼주니어	Shining Star (Rearranged)	7
슈퍼주니어	Marry U	1
슈퍼주니어	Sorry, Sorry -  Answer (Studio Ver.)	2
슈퍼주니어	갈증 (A Man In Love)	0
슈퍼주니어	U	0
슈퍼주니어	너라고 (It`s You) (Rearranged)	0
슈퍼주니어	그녀는 위험해 (She Wants It)	0
슈퍼주니어	앤젤라 (Angela)	5
슈퍼주니어	Miracle (Rearranged)	4
슈퍼주니어	Disco Drive (Rearranged)	2
슈퍼주니어	Dancing Out (Rearranged)	7
슈퍼주니어	Beautiful (동해)	1
슈퍼주니어	Insomnia (려욱)	0
슈퍼주니어	이별... 넌 쉽니 (Heartquake)	1
슈퍼주니어	Honey (이특)	0
슈퍼주니어	Doc와 춤을 + Run To You (강인)	2
슈퍼주니어	Don’t Don	7
슈퍼주니어	Twins	7
슈퍼주니어	迷 (Me)	1
슈퍼주니어	Sorry, Sorry (Remix)	3
슈퍼주니어	슈퍼맨	0
슈퍼주니어	로꾸거!!! (Rokuko)	0
슈퍼주니어	Gee	0
슈퍼주니어	꿀단지 (Sunny) (Rearranged)	0
슈퍼주니어	파자마파티 (Pajama Party) (Rearranged)	3
슈퍼주니어	카니발 (Carnival)	0
슈퍼주니어	소원이 있나요	7
슈퍼주니어	너라고 (It`s You) (Rearranged) (Studio Ver.)	5
슈퍼주니어	Puff The Magic Dragon (Studio Ver.)	0
슈퍼주니어	Shining Star (Rearranged) (Studio Ver.)	7
은지원	160 (Feat. 이수근)	0
슈퍼주니어	Seoul	7
소녀시대	Seoul	7
쥬얼리	Love Story	1
쥬얼리	Bounce	6
쥬얼리	Vari2ty	3
쥬얼리	Butterfly	3
쥬얼리	Strong Girl	1
쥬얼리	Oops	3
쥬얼리	Fantastic4	3
쥬얼리	Sweet Boy	0
쥬얼리	Be Rocker	3
쥬얼리	Rally	0
가인, 조권	우리 사랑하게 됐어요.	1
브라운 아이드 걸스	눈 내리는 마을	1
애프터 스쿨	눈 내리는 마을	1
비스트	Crazy (영화 `주유소 습격사건 2` 삽입곡)	7
현아	Change	6
포미닛	Dreams Come True	7
지연	또르르	1
씨야, 다비치, 티아라	원더우먼	1
제국의아이들	Mazeltov	0
2PM	Tik Tok	3
카라	별을 따다줘	1
씨엔블루	외톨이야	0
럼블피쉬	남잔 다 그래	1
포맨	못해 (Feat. 美)	3
정아	귀여운 넌	3
이승기	사랑이 술을 가르쳐	5
2AM	죽어도 못 보내	7
2AM	웃어 줄 수 없어서 미안하다	0
2AM	I Love You	3
2AM	그녀에게 (Feat. 찬성 Of 2PM)	0
f(x)	날개를 펴고	7
트랙스	가슴이 차가운 남자 (Let You Go)	5
대성	솜사탕	0
소녀시대	Oh!	0
소녀시대	별별별	0
소녀시대	Show! Show! Show!	6
소녀시대	영원히 너와 꿈꾸고 싶다 (Forever)	5
소녀시대	화성인 바이러스	0
소녀시대	카라멜 커피 (Talk To Me)	0
소녀시대	웃자 (Be Happy)	0
소녀시대	무조건 해피엔딩 (Stick Wit U)	0
소녀시대	좋은 일만 생각하기 (Day by Day)	3
유키스	빙글빙글	0
민경훈	아프니까 사랑이죠	1
민경훈	똑같은 이별은 없다	1
민경훈	삭제되었습니다.	0
케이윌	사랑까진 안돼요	1
2NE1	날 따라 해봐요	0
카라	루팡 (Lupin)	7
카라	Umbrella	0
빅뱅	Lollipop Pt.2	0
티아라	너 때문에 미쳐	0
티아라	내가 너무 아파	3
엠블랙	그대 내 맘에 들어오면은	0
비스트	Shock	5
비스트	내 여자친구를 부탁해	0
